#,Listing ID,St,MLS Area,Address,# Beds,# Full Baths,# Half Baths,# Garage Spaces,Levels,Year Built,Acres,SqFt,List Price,LP$/SqFt,Close$/SqFt,Close Price,Close Date,DOM,CDOM,Zip Code,Type of Home
1,1601229,C,RRE,1421 Thibodeaux Dr,3,2,1,2.0,2.0,1998,0.169,"1,702","$385,000",$226.20,$223.27,"$380,000",01/22/2024,68,68,78664,Single Family
1,9660455,C,RRE,1981 Prairie Rock Way,3,2,1,2.0,2.0,2003,0.1415,"2,109","$399,000",$189.19,$182.05,"$383,948",12/07/2023,54,53,78664,Single Family
1,3317802,C,RRE,600 Andover Dr,3,2,0,2.0,1.0,1977,0.2281,"1,575","$385,000",$244.44,$244.44,"$385,000",03/22/2024,21,21,78664,Single Family
1,5484925,C,RRE,2305 Raintree Path,3,2,0,2.0,1.0,1991,0.151,"1,523","$384,990",$252.78,$252.79,"$385,000",10/24/2023,6,6,78664,Single Family
1,8074800,C,RRE,2917 Harvester Ln,3,2,1,2.0,2.0,2018,0.108,"2,136","$400,000",$187.27,$180.24,"$385,000",02/15/2024,165,165,78664,Single Family
1,4805851,C,RRE,1906 Lantana Dr,3,2,0,2.0,1.0,1995,0.1668,"1,817","$399,000",$219.59,$212.44,"$386,000",02/06/2024,38,38,78664,Single Family
1,2311306,C,RRE,2032 Rachel Ln,4,2,0,2.0,1.0,2004,0.1169,"1,952","$380,000",$194.67,$199.80,"$390,000",03/08/2024,20,20,78664,Single Family
1,5710743,C,RRE,2537 Vernell Way,3,2,0,2.0,1.0,1998,0.1637,"1,784","$399,000",$223.65,$218.61,"$390,000",02/22/2024,53,52,78664,Single Family
1,9831524,C,RRE,606 Ridge Crest Dr,4,2,1,2.0,1.5,1977,0.2605,"2,257","$397,500",$176.12,$173.68,"$392,000",04/02/2024,96,96,78664,Single Family
1,7643402,C,RRE,601 Dover Ln,3,2,0,2.0,1.0,1986,0.1977,"1,529","$400,000",$261.61,$256.70,"$392,500",03/07/2024,94,94,78664,Single Family
1,8698213,C,RRE,2212 Sedgewick Ln,4,2,1,2.0,2.0,1995,0.1613,"2,748","$439,000",$159.75,$143.74,"$395,000",03/25/2024,147,147,78664,Single Family
1,8018677,C,RRE,2900 Barbed Wire St,3,2,0,2.0,1.0,2017,0.1725,"1,905","$399,900",$209.92,$207.35,"$395,000",10/31/2023,19,13,78664,Single Family
1,8934594,C,RRE,2028 Rachel Ln,3,2,0,2.0,1.0,2006,0.1167,"1,847","$387,000",$209.53,$214.94,"$397,000",02/29/2024,52,52,78664,Single Family
1,5909307,C,RRE,3101 Anacacho Cv,3,2,0,2.0,1.0,2001,0.1643,"1,886","$399,000",$211.56,$211.56,"$399,000",02/28/2024,5,4,78664,Single Family
1,4191758,C,RRE,701 Ridge Crest Dr,3,2,0,2.0,1.0,1977,0.2189,"1,837","$399,000",$217.20,$217.20,"$399,000",04/10/2024,25,25,78664,Single Family
1,5207211,C,RRE,2000 Zephyr Ln,3,2,0,2.0,1.0,1986,0.151,"1,444","$395,000",$273.55,$277.01,"$400,000",03/20/2024,46,46,78664,Single Family
1,2839704,C,RRE,808 Windsor Rd,3,2,0,2.0,1.0,1978,0.2039,"1,731","$415,000",$239.75,$231.08,"$400,000",04/05/2024,50,47,78664,Single Family
1,2338749,C,RRE,1340 Arizona Mesa Cv,4,2,1,2.0,2.0,2007,0.1556,"2,394","$425,000",$177.53,$167.08,"$400,000",11/22/2023,75,73,78664,Single Family
1,2837407,C,RRE,2018 Comanche Falls Cv,4,3,0,2.0,2.0,2015,0.1769,"2,110","$415,000",$196.68,$191.94,"$405,000",12/07/2023,73,69,78664,Single Family
1,6420869,C,RRE,1417 Baffin Cv,4,2,1,2.0,2.0,2000,0.166,"2,351","$414,900",$176.48,$176.52,"$415,000",03/27/2024,34,34,78664,Single Family
1,9712044,C,RRE,1500 Robb Ln,3,2,0,2.0,1.0,1970,0.369,"1,759","$425,000",$241.61,$238.20,"$419,000",03/15/2024,21,21,78664,Single Family
1,1922633,C,RRE,2471 Sunrise Rd Unit #77,3,2,0,2.0,1.0,2019,0.1827,"1,726","$424,999",$246.23,$243.34,"$420,000",02/15/2024,124,124,78664,Single Family
1,2215216,C,RRE,2205 Willow Way,4,2,1,2.0,2.0,1993,0.152,"2,376","$449,900",$189.35,$178.03,"$423,000",02/16/2024,115,113,78664,Single Family
1,4622327,C,RRE,3038 John Wilson Ln,4,2,1,2.0,2.0,1997,0.429,"2,071","$429,000",$207.15,$205.21,"$425,000",02/16/2024,4,4,78664,Single Family
1,8913308,C,RRE,1981 Prairie Rock Way,3,2,1,2.0,2.0,2003,0.1415,"2,109","$419,900",$199.10,$201.52,"$425,000",02/29/2024,56,55,78664,Single Family
1,6742218,C,RRE,2105 Rachel Ln,4,2,1,2.0,2.0,2007,0.1351,"2,860","$447,500",$156.47,$150.35,"$430,000",01/08/2024,50,171,78664,Single Family
1,7833557,C,RRE,1708 Bayland St,5,2,1,2.0,2.0,2005,0.1516,"3,164","$459,000",$145.07,$135.90,"$430,000",11/28/2023,12,21,78664,Single Family
1,4077275,C,RRE,2205 Conway Cv,4,2,1,2.0,2.0,2006,0.146,"2,867","$456,000",$159.05,$159.05,"$456,000",12/19/2023,47,47,78664,Single Family
1,3074301,C,RRE,402 Dove Creek Dr,3,2,0,2.0,1.0,1977,0.3269,"2,144","$469,000",$218.75,$218.75,"$469,000",03/26/2024,15,15,78664,Single Family
1,9593156,C,RRE,1531 N Red Bud Ln Unit #45,3,2,1,2.0,2.0,2024,0.149,"2,238","$480,884",$214.87,$214.87,"$480,884",03/01/2024,0,0,78664,Single Family
1,1880575,C,RRE,16 Evergreen Dr,3,2,0,2.0,1.0,1980,1.04,"2,032","$489,999",$241.14,$238.68,"$485,000",01/26/2024,93,92,78664,Single Family
1,9107178,C,RRE,104 Bob Estes Cv,5,3,0,3.0,2.0,2007,0.277,"3,018","$500,000",$165.67,$165.67,"$500,000",12/15/2023,113,111,78664,Single Family
1,6151007,C,RRE,2244 Casper Cv,6,3,1,2.0,2.0,1999,0.13,"3,616","$495,000",$136.89,$141.04,"$510,000",02/01/2024,234,585,78664,Single Family
1,8607884,C,RRE,1531 N Red Bud Ln Unit #48,5,4,1,2.0,2.0,2022,0.1,"2,543","$518,150",$203.76,$203.76,"$518,150",12/20/2023,0,0,78664,Single Family
1,3161324,C,RRE,1531 N Red Bud Ln Unit #55,4,3,1,2.0,2.0,2023,0.149,"2,331","$524,900",$225.18,$222.93,"$519,651",03/27/2024,11,296,78664,Single Family
1,8622562,C,RRE,1341 Meadowild Dr,4,2,1,2.0,2.0,1987,0.504,"2,569","$519,900",$202.37,$202.41,"$520,000",10/24/2023,55,55,78664,Single Family
1,9762308,C,RRE,1909 Mcqueeny Cv,4,3,0,2.0,1.0,2017,0.245,"2,654","$530,000",$199.70,$199.70,"$530,000",04/17/2024,6,5,78664,Single Family
1,7803713,C,RRE,2408 Hat Bender Loop,4,2,1,2.0,2.0,2019,0.1645,"3,012","$559,000",$185.59,$179.28,"$540,000",03/29/2024,121,120,78664,Single Family
1,2364556,C,RRE,140 SILK TREE Ln,3,2,0,3.0,1.0,2000,0.0,"2,007","$550,000",$274.04,$274.04,"$550,000",12/08/2023,3,3,78664,Single Family
1,6145672,C,RRE,619 Palo Duro Loop,4,2,1,2.0,2.0,2014,0.1818,"2,862","$575,000",$200.91,$200.03,"$572,500",12/07/2023,28,22,78664,Single Family
1,5721111,C,RRE,3761 Royal Port Rush Dr,4,3,0,2.0,1.0,1994,0.25,"2,489","$625,000",$251.10,$237.04,"$590,000",02/02/2024,29,27,78664,Single Family
1,7401828,C,RRE,2288 Hat Bender Loop,5,4,0,3.0,2.0,2017,0.2319,"3,552","$629,900",$177.34,$168.92,"$600,000",12/14/2023,57,55,78664,Single Family
1,6869203,C,RRE,2256 Hat Bender Loop,4,2,1,2.0,1.0,2018,0.25,"2,438","$599,900",$246.06,$248.56,"$606,000",03/15/2024,6,6,78664,Single Family
1,2682403,C,RRE,2259 Shark Loop,5,3,1,2.0,2.0,1999,0.2367,"3,575","$639,000",$178.74,$175.38,"$627,000",12/19/2023,138,138,78664,Single Family
1,8203050,C,RRE,6 Wooded Way,4,2,1,2.0,2.0,1997,0.28,"2,636","$660,000",$250.38,$243.17,"$641,000",12/28/2023,115,113,78664,Single Family
1,9083278,C,RRE,609 E Liberty Ave,3,2,0,2.0,2.0,1930,0.343,"2,221","$675,000",$303.92,$297.16,"$660,000",12/15/2023,125,125,78664,Single Family
1,1438768,C,RRE,96 Woodland Ln,4,2,1,2.0,2.0,1989,0.78,"2,843","$679,000",$238.83,$233.91,"$665,000",04/12/2024,82,81,78664,Single Family
1,9743637,C,RRE,6 Valley Trl,6,4,0,3.0,1.0,1983,2.37,"4,148","$825,000",$198.89,$165.14,"$685,000",12/08/2023,88,178,78664,Single Family
1,6692389,C,RRE,1938 Mulligan Dr,5,3,1,2.0,2.0,2000,0.2621,"3,888","$725,000",$186.47,$185.19,"$720,000",04/12/2024,123,123,78664,Single Family
1,2772347,C,RRE,3809 Pebble Ct,4,3,1,3.0,2.0,2003,0.221,"2,981","$765,000",$256.63,$248.24,"$740,000",12/18/2023,57,56,78664,Single Family
1,9384342,C,RRE,4 Wilderness Way,4,3,0,3.0,2.0,1990,0.4973,"3,081","$775,000",$251.54,$245.05,"$755,000",04/05/2024,6,6,78664,Single Family
1,8381995,C,RRE,4 Scenic Cv,4,3,1,2.0,1.0,1993,0.4927,"3,018","$795,500",$263.59,$258.45,"$780,000",10/27/2023,68,192,78664,Single Family
1,2350100,C,RRE,3 Misty Woods,4,3,1,3.0,1.0,1999,0.542,"3,244","$790,000",$243.53,$242.60,"$787,000",02/23/2024,24,22,78664,Single Family
1,8909928,C,RRE,3620 Carnousty Cv,4,3,1,2.0,2.0,2015,0.3357,"3,471","$899,900",$259.26,$254.68,"$884,000",04/15/2024,6,6,78664,Single Family
1,6766203,C,RRE,3224 Bay Hill Ln,5,4,1,3.0,2.0,2000,0.3731,"5,732","$1,275,000",$222.44,$213.71,"$1,225,000",02/15/2024,143,143,78664,Single Family
1,4660188,C,2N,12166 Metric Blvd Unit #337,1,1,0,0.0,1,1986,0.036,559,"$184,900",$330.77,$313.06,"$175,000",11/20/2023,104,99,78758,Condo
1,7292392,C,2N,12166 Metric Blvd Unit #241,1,1,0,0.0,1,1986,0.036,559,"$189,900",$339.71,$314.85,"$176,000",04/03/2024,61,57,78758,Condo
1,3806291,C,2N,12166 Metric Blvd Unit #223,1,1,0,0.0,1,1986,0.036,559,"$180,000",$322.00,$322.00,"$180,000",02/12/2024,58,58,78758,Condo
1,9568451,C,2N,12166 Metric Blvd Unit #106,1,1,0,0.0,1,1986,0.036,516,"$184,900",$358.33,$358.72,"$185,100",02/29/2024,255,255,78758,Condo
1,8105960,C,2N,12166 Metric Blvd Unit #1006,1,1,0,0.0,1,1986,0.036,657,"$200,000",$304.41,$296.80,"$195,000",03/07/2024,60,59,78758,Condo
1,4149591,C,2N,12166 Metric Blvd Unit #1001,1,1,0,0.0,1,1986,0.036,727,"$225,000",$309.49,$287.68,"$209,145",11/20/2023,64,62,78758,Condo
1,3916639,C,2N,11901Q Swearingen Dr Unit #89-Q,2,1,1,0.0,2,1985,0.0727,829,"$210,000",$253.32,$253.32,"$210,000",03/15/2024,106,106,78758,Condo
1,8320434,C,2N,11901 Swearingen Dr Unit #125,1,1,0,0.0,1,1996,0.0478,546,"$214,000",$391.94,$391.94,"$214,000",02/22/2024,173,173,78758,Condo
1,4488546,C,2N,12166 Metric Blvd Unit #246,2,2,0,0.0,1,1986,0.036,887,"$232,500",$262.12,$253.66,"$225,000",01/03/2024,203,314,78758,Condo
1,2497944,C,2N,12166 Metric Blvd Unit #150,2,2,0,0.0,1,1986,0.036,887,"$235,000",$264.94,$257.05,"$228,000",12/14/2023,52,52,78758,Condo
1,4722533,C,2N,8900 Parkfield Dr Unit #A,2,1,1,2.0,2,1973,0.0092,"1,080","$239,000",$221.30,$221.30,"$239,000",01/22/2024,132,131,78758,Condo
1,6749780,C,2N,1417 W Braker Ln Unit #B,2,2,0,1.0,1,1980,0.1059,"1,043","$299,000",$286.67,$239.69,"$250,000",02/29/2024,21,21,78758,Condo
1,1447886,C,2N,8400 Jamestown Dr Unit #306,2,1,1,0.0,2,1982,0.0573,968,"$250,000",$258.26,$258.26,"$250,000",01/31/2024,99,193,78758,Condo
1,3962167,C,2N,11821 Bittern Holw Unit #40,2,2,1,0.0,2,1984,0.0,"1,042","$250,000",$239.92,$243.52,"$253,750",03/07/2024,42,42,78758,Condo
1,8916944,C,2N,1619B W Braker Ln Unit #B,2,1,0,1.0,1,1981,0.0493,988,"$275,000",$278.34,$259.41,"$256,300",04/05/2024,42,42,78758,Condo
1,1792643,C,2N,1411 Gracy Farms Ln Unit #63,2,1,1,0.0,2,1985,0.0659,829,"$270,000",$325.69,$311.22,"$258,000",01/03/2024,73,73,78758,Condo
1,5339670,C,2N,11901 Swearingen Dr Unit #76,2,1,0,0.0,1,1985,0.0659,752,"$249,900",$332.31,$343.75,"$258,500",04/09/2024,4,4,78758,Condo
1,8016400,C,2N,12166 Metric Blvd Unit #380,2,2,0,0.0,1,1986,0.0,"1,004","$270,000",$268.92,$258.96,"$260,000",04/08/2024,166,166,78758,Condo
1,4583445,C,2N,12166 Metric Blvd Unit #368,2,2,0,0.0,1,1986,0.036,"1,004","$274,999",$273.90,$263.94,"$265,000",03/06/2024,29,29,78758,Condo
1,1867598,C,2N,1010 W Rundberg Ln Unit #30,2,1,1,2.0,1,1980,0.0773,"1,170","$255,000",$217.95,$226.50,"$265,000",02/02/2024,20,59,78758,Condo
1,6507594,C,2N,10506 Little Pebble Dr Unit #B,2,1,0,0.0,1,1977,0.205,856,"$288,000",$336.45,$317.76,"$272,000",03/06/2024,158,157,78758,Condo
1,3992274,C,2N,11901 SWEARINGEN Dr Unit #92,3,2,0,0.0,1,1985,0.0,963,"$279,900",$290.65,$285.57,"$275,000",03/14/2024,89,89,78758,Condo
1,2736941,C,2N,8906 TRONE Cir Unit #B,3,1,1,2.0,2,1972,0.0,"1,433","$300,000",$209.35,$202.37,"$290,000",03/19/2024,44,37,78758,Condo
1,3429287,C,2N,11901 Swearingen Dr Unit #126,2,2,1,0.0,2,1996,0.0,"1,042","$300,000",$287.91,$287.91,"$300,000",12/28/2023,38,38,78758,Condo
1,4725180,C,2N,11821 Bittern Holw Unit #13,3,2,0,0.0,1,1984,0.1159,963,"$305,000",$316.72,$316.72,"$305,000",02/01/2024,53,92,78758,Condo
1,3467241,C,2N,1715 Harliquin Run,2,2,0,2.0,1,1979,0.1393,"1,296","$341,000",$263.12,$245.37,"$318,000",12/12/2023,136,136,78758,Condo
1,4988349,C,2N,1902 Albury Cv Unit #A,2,2,0,0.0,2,1983,0.2766,"1,144","$450,000",$393.36,$377.62,"$432,000",02/28/2024,76,75,78758,Condo
1,5706524,C,2N,1903 Albury Cv Unit #B,2,2,0,0.0,2,1983,0.2766,"1,144","$450,000",$393.36,$393.36,"$450,000",03/20/2024,42,42,78758,Condo
1,5829021,C,2N,1902 Albury Cv Unit #D,3,2,0,0.0,2,1983,0.2264,"1,144","$475,000",$415.21,$415.21,"$475,000",12/07/2023,0,0,78758,Condo
1,3766529,C,2N,1911 Albury Cv Unit #D,2,2,0,0.0,2,1983,0.2766,"1,144","$500,000",$437.06,$437.06,"$500,000",03/08/2024,4,4,78758,Condo
1,5366052,C,8E,1741 Spyglass Dr Unit #1-324,1,1,0,0.0,1.5,1985,0.0544,740,"$325,000",$439.19,$439.19,"$325,000",12/01/2023,42,41,78746,Condo
1,2379103,C,8E,3207 Twinberry Cv Unit #A,2,2,1,1.0,2,1981,0.0785,"1,155","$439,400",$380.43,$363.64,"$420,000",12/22/2023,87,87,78746,Condo
1,1107829,C,8E,1505 Terrapin Ct Unit #B,3,2,1,2.0,2,1980,0.1422,"1,640","$825,000",$503.05,$496.95,"$815,000",02/09/2024,93,93,78746,Condo
1,2375271,C,8E,3901-A Belmont Park Dr Unit #3,3,2,1,2.0,2,1984,0.1952,"2,491","$1,099,000",$441.19,$397.86,"$991,077",02/29/2024,190,190,78746,Condo
1,5571336,C,8E,3305 Cantwell Ln,3,2,1,1.0,2,2019,0.0,"1,966","$1,095,000",$556.97,$521.36,"$1,025,000",04/12/2024,64,63,78746,Condo
1,9930076,C,8E,610 Rock Park Dr,4,3,1,2.0,2,1970,0.2532,"2,688","$1,395,000",$518.97,$465.03,"$1,250,000",04/12/2024,55,55,78746,Condo
1,2980439,C,8E,2508 Sutherland St,4,4,1,2.0,3+,2017,0.0984,"2,878","$1,490,000",$517.72,$492.08,"$1,416,200",02/27/2024,118,124,78746,Condo
1,8688978,C,8E,2329 Westlake Dr Unit #8,4,4,1,2.0,3+,2000,0.3511,"4,032","$4,300,000","$1,066.47",$930.06,"$3,750,000",11/30/2023,85,82,78746,Condo
1,5410969,C,8W,800 Cap of TX Highway Unit #5,3,3,1,2.0,3+,2021,16.0,"3,836","$1,182,170",$308.18,$304.66,"$1,168,675",02/02/2024,62,62,78746,Condo
1,2819373,C,BL,235 Mystic Overlook,2,2,0,0.0,1,2018,2.5,"1,984","$650,000",$327.62,$300.00,"$595,200",02/09/2024,118,108,78620,Single Family
1,4751347,C,BL,901 Beauchamp Rd,3,2,0,2.0,1,2013,1.5,"1,827","$689,000",$377.12,$369.46,"$675,000",11/08/2023,64,64,78620,Single Family
1,3471099,C,BL,1239 Whitetail Dr,3,2,0,0.0,2,1985,1.23,"1,457","$875,000",$600.55,$519.56,"$757,000",01/24/2024,33,31,78620,Single Family
1,9152329,C,BL,447 Miss Donna Ln,4,2,1,0.0,1,2005,4.64,"2,535","$800,000",$315.58,$309.66,"$785,000",02/23/2024,15,15,78620,Single Family
1,5992438,C,BL,TBA Mystic Overlook Rd,3,2,0,2.0,1,1985,20.0,"2,847","$1,389,000",$487.88,$421.95,"$1,201,305",04/09/2024,51,141,78620,Single Family
1,7769726,C,BL,315 Mystic Creek Dr,3,2,0,0.0,1,2004,19.4,"3,044","$1,625,000",$533.84,$532.19,"$1,620,000",03/15/2024,49,49,78620,Single Family
1,3890978,C,HD,991 Panorama Dr,3,2,0,2.0,1,1987,0.65,"1,286","$344,999",$268.27,$260.50,"$335,000",01/08/2024,74,70,78620,Single Family
1,8160765,C,HD,708 Lone Peak Way,3,2,1,2.0,2,2023,0.09,"1,828","$374,990",$205.14,$201.86,"$369,000",03/08/2024,69,69,78620,Single Family
1,1459640,C,HD,670 Lone Peak Way,3,2,1,2.0,2,2023,0.09,"1,637","$379,990",$232.13,$232.13,"$379,990",02/27/2024,146,146,78620,Single Family
1,3069165,C,HD,678 Lone Peak Way,3,2,1,2.0,2,2023,0.09,"1,948","$389,990",$200.20,$196.10,"$382,000",02/23/2024,105,105,78620,Single Family
1,9419597,C,HD,147 Iron Rail Rd,3,2,1,2.0,2,2018,0.081,"1,992","$384,000",$192.77,$192.77,"$384,000",10/24/2023,65,65,78620,Single Family
1,7773548,C,HD,270 Darley Oak Dr,3,2,0,2.0,1,2024,0.125,"1,438","$399,990",$278.16,$271.21,"$390,000",04/04/2024,6,6,78620,Single Family
1,5408108,C,HD,726 Lone Peak Way,3,2,1,2.0,2,2023,0.09,"2,213","$399,990",$180.75,$176.23,"$390,000",03/08/2024,124,124,78620,Single Family
1,6136618,C,HD,343 Comfort Maple Dr,3,2,0,2.0,1,2023,0.15,"1,402","$399,990",$285.30,$285.30,"$399,990",03/25/2024,96,96,78620,Single Family
1,2495841,C,HD,297 Comfort Maple Dr,3,2,0,2.0,1,2023,0.147,"1,438","$417,350",$290.23,$278.16,"$400,000",01/31/2024,35,35,78620,Single Family
1,4880759,C,HD,266 El Capitan Loop,3,2,0,2.0,1,2023,0.12,"1,509","$409,990",$271.70,$266.88,"$402,729",01/12/2024,13,13,78620,Single Family
1,5961065,C,HD,782 Lone Peak Way,3,2,1,2.0,2,2023,0.09,"2,325","$419,990",$180.64,$177.20,"$412,000",03/28/2024,230,230,78620,Single Family
1,2460538,C,HD,119 Cotton Tree Ter,3,2,0,2.0,1,2023,0.13,"1,690","$419,990",$248.51,$248.51,"$419,990",01/31/2024,40,40,78620,Single Family
1,2097781,C,HD,221 Comfort Maple Dr,3,2,0,2.0,1,2023,0.161,"1,690","$419,990",$248.51,$248.51,"$419,990",01/24/2024,47,47,78620,Single Family
1,6251911,C,HD,234 Comfort Maple Dr,3,2,0,2.0,1,2024,0.1101,"1,718","$424,990",$247.37,$244.47,"$420,000",03/29/2024,3,3,78620,Single Family
1,5792418,C,HD,240 Diamond Point Dr,3,2,1,2.0,2,2017,0.079,"2,518","$425,000",$168.78,$166.80,"$420,000",04/03/2024,58,57,78620,Single Family
1,9853435,C,HD,256 El Capitan Loop,4,2,0,2.0,1,2023,0.12,"1,720","$434,990",$252.90,$246.20,"$423,466",03/15/2024,131,131,78620,Single Family
1,8077286,C,HD,321 Comfort Maple Dr,3,2,0,2.0,1,2023,0.15,"1,739","$424,990",$244.39,$244.39,"$424,990",01/24/2024,11,11,78620,Single Family
1,7775219,C,HD,294 Kings Pine Dr,3,2,0,2.0,1,2023,0.1101,"1,616","$424,990",$262.99,$262.99,"$424,990",11/30/2023,7,7,78620,Single Family
1,1645656,C,HD,194 McKittrick Ridge St,3,2,1,2.0,2,2020,0.09,"1,821","$439,999",$241.62,$234.76,"$427,500",02/13/2024,124,124,78620,Single Family
1,8075631,C,HD,385 Comfort Maple Ln,3,2,0,2.0,1,2023,0.13,"1,739","$429,990",$247.26,$247.26,"$429,990",02/15/2024,32,32,78620,Single Family
1,4262164,C,HD,108 Ranger Peak Rd,3,2,1,2.0,2,2023,0.09,"2,325","$434,990",$187.09,$184.94,"$429,990",04/11/2024,161,161,78620,Single Family
1,5906654,C,HD,331 Comfort Maple Dr,3,2,1,2.0,2,2023,0.161,"1,842","$434,990",$236.15,$236.15,"$434,990",04/15/2024,84,84,78620,Single Family
1,7281182,C,HD,424 Spanish Star Trl,3,2,0,2.0,1,2017,0.132,"1,650","$435,000",$263.64,$263.64,"$435,000",10/30/2023,95,95,78620,Single Family
1,2109924,C,HD,262 Darley Oak Dr,3,2,0,2.0,1,2023,0.1123,"1,903","$439,990",$231.21,$231.21,"$439,990",01/24/2024,40,40,78620,Single Family
1,5212674,C,HD,374 Kings Pine Dr,4,2,0,2.0,1,2023,0.167,"1,877","$464,990",$247.73,$239.74,"$450,000",12/12/2023,62,62,78620,Single Family
1,7299948,C,HD,163 Cotton Tree Ter,3,2,0,2.0,1,2024,0.13,"1,739","$424,900",$244.34,$261.64,"$454,990",03/25/2024,28,28,78620,Single Family
1,8551778,C,HD,201 Mount Locke Rd,4,2,1,2.0,2,2020,0.124,"2,887","$450,000",$155.87,$157.60,"$455,000",12/12/2023,145,144,78620,Single Family
1,4555245,C,HD,200 El Capitan Loop,4,2,1,2.0,2,2023,0.18,"2,372","$464,990",$196.03,$193.50,"$458,990",03/29/2024,178,178,78620,Single Family
1,3138507,C,HD,270 Kings Pine Dr,3,2,1,2.0,2,2023,0.1101,"2,061","$464,990",$225.61,$225.61,"$464,990",12/15/2023,19,16,78620,Single Family
1,7685745,C,HD,172 Buckthorn Dr,3,2,1,2.0,2,2017,0.079,"2,518","$475,000",$188.64,$184.67,"$465,000",04/11/2024,31,29,78620,Single Family
1,5593952,C,HD,225 El Capitan Loop,4,3,0,2.0,1,2023,0.124,"2,045","$469,990",$229.82,$227.87,"$466,000",11/02/2023,20,20,78620,Single Family
1,6816717,C,HD,111 Cotton Tree Ter,4,2,0,2.0,1,2023,0.13,"1,903","$488,375",$256.63,$246.45,"$469,000",03/08/2024,26,26,78620,Single Family
1,2296646,C,HD,543 Climbing Rock Loop,3,2,1,2.0,1,2020,0.172,"1,984","$485,000",$244.46,$236.90,"$470,000",03/01/2024,30,30,78620,Single Family
1,4036935,C,HD,857 Hazy Hills Loop,3,2,0,2.0,1,2021,0.14,"1,679","$485,000",$288.86,$282.58,"$474,450",04/17/2024,239,470,78620,Single Family
1,2799388,C,HD,404 Grand Prairie Cir,3,2,0,2.0,1,1995,0.66,"1,408","$465,000",$330.26,$337.36,"$475,000",03/22/2024,8,8,78620,Single Family
1,3309697,C,HD,314 Barn Hill Loop,3,2,0,2.0,1,2023,0.17,"1,909","$520,300",$272.55,$248.82,"$475,000",10/27/2023,93,93,78620,Single Family
1,2237450,C,HD,177 El Capitan Loop,4,3,0,2.0,1,2023,0.124,"2,045","$475,589",$232.56,$232.56,"$475,589",10/27/2023,60,60,78620,Single Family
1,2959080,C,HD,134 El Capitan Loop,5,3,0,2.0,2,2023,0.12,"2,585","$495,801",$191.80,$185.69,"$480,000",10/31/2023,0,0,78620,Single Family
1,9951443,C,HD,304 Harmon Hills Cv,3,2,0,0.0,1,1985,1.01,"1,553","$455,000",$292.98,$309.08,"$480,000",11/01/2023,65,65,78620,Single Family
1,9222969,C,HD,889 Hazy Hills Loop,3,2,0,2.0,1,2020,0.14,"1,871","$500,000",$267.24,$259.22,"$485,000",12/01/2023,181,180,78620,Single Family
1,1718767,C,HD,552 Sue Peaks Loop,4,2,1,2.0,1,2023,0.18,"1,893","$489,990",$258.84,$258.84,"$489,990",12/21/2023,90,90,78620,Single Family
1,3091935,C,HD,150 Milkwood Terrace Dr,4,3,0,2.0,1,2023,0.169,"2,175","$489,990",$225.28,$225.28,"$489,990",10/27/2023,33,33,78620,Single Family
1,6427252,C,HD,1425 N Roger Hanks Pkwy,4,3,0,2.5,1,2023,0.1123,"2,175","$499,990",$229.88,$225.29,"$490,000",01/25/2024,40,40,78620,Single Family
1,4993741,C,HD,361 Kings Pine Dr,4,3,0,2.0,2,2023,0.148,"2,378","$494,990",$208.15,$208.15,"$494,990",11/03/2023,24,24,78620,Single Family
1,4571662,C,HD,339 Comfort Maple Ln,4,2,1,2.0,2,2024,0.169,"2,529","$532,900",$210.72,$197.31,"$499,000",03/20/2024,21,21,78620,Single Family
1,1120754,C,HD,302 Kings Pine Dr,4,3,1,2.0,2,2023,0.1101,"2,386","$499,990",$209.55,$209.55,"$499,990",12/20/2023,15,10,78620,Single Family
1,8154892,C,HD,249 El Capitan Loop,5,3,0,2.0,2,2024,0.12,"2,585","$499,990",$193.42,$193.42,"$500,000",03/19/2024,10,10,78620,Single Family
1,3795445,C,HD,279 Fish Trap Rd,2,2,0,2.0,1,2024,0.17,"1,909","$519,240",$272.00,$266.23,"$508,240",03/04/2024,225,225,78620,Single Family
1,5296025,C,HD,119 El Capitan Loop,5,3,0,2.0,2,2023,0.12,"2,585","$525,090",$203.13,$199.22,"$514,990",10/31/2023,57,57,78620,Single Family
1,8845016,C,HD,118 El Capitan Loop,5,3,0,2.0,2,2023,0.12,"2,852","$514,990",$180.57,$180.58,"$515,000",11/30/2023,62,62,78620,Single Family
1,7787186,C,HD,1014 S Sunset Canyon Dr,3,2,0,5.0,1,1984,1.56,"1,729","$550,000",$318.10,$300.17,"$519,000",03/04/2024,25,24,78620,Single Family
1,1798804,C,HD,111 Comfort Maple Ln,3,3,0,2.0,1,2023,0.18,"2,168","$549,900",$253.64,$239.85,"$520,000",02/09/2024,67,57,78620,Single Family
1,9271491,C,HD,267 El Capitan Loop,5,3,0,2.0,2,2023,0.12,"2,852","$534,880",$187.55,$185.83,"$529,990",02/05/2024,4,4,78620,Single Family
1,5669392,C,HD,1211 Lucca Dr,4,3,1,2.0,2,2021,0.16,"2,628","$549,900",$209.25,$203.58,"$535,000",12/07/2023,211,209,78620,Single Family
1,7692977,C,HD,1402 Pink Granite Blvd,4,2,1,2.0,1,2021,0.218,"2,634","$550,000",$208.81,$204.06,"$537,500",01/12/2024,82,167,78620,Single Family
